codfigurafiscal,descfigurafiscal,indr
259,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para CE,
260,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para DF,
261,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para ES,
262,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para GO,
263,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para MA,
264,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para MG,
265,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para MS,
266,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para MT,
267,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para PA,
268,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para PB,
269,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para PE,
270,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para PI,
271,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para PR,
272,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para RJ,
273,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para RN,
274,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para RO,
275,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para RR,
276,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para RS,
277,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para SC,
278,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para SE,
279,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para SP,
280,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Varejo Contribuinte para TO,
281,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para qualquer Estado,
282,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para AC,
283,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para AL,
284,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para AM,
285,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para AP,
286,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para BA,
287,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para CE,
288,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para DF,
289,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para ES,
290,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para GO,
291,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para MA,
292,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para MG,
293,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para MS,
294,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para MT,
295,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para PA,
296,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para PB,
297,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para PE,
298,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para PI,
299,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para PR,
300,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para RJ,
301,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para RN,
302,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para RO,
303,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para RR,
304,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para RS,
305,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para SC,
306,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para SE,
307,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para SP,
308,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Contribuinte para TO,
309,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para qualquer Estado,
310,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para AC,
311,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para AL,
312,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para AM,
313,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para AP,
314,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para BA,
315,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para CE,
316,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para DF,
317,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para ES,
318,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para GO,
319,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para MA,
320,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para MG,
321,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para MS,
322,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para MT,
323,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para PA,
324,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para PB,
325,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para PE,
326,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para PI,
327,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para PR,
328,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para RJ,
329,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para RN,
330,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para RO,
331,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para RR,
332,De qualquer origem Classifica̤̣o Lucro Real de Entrada Industria para Saida Atacado Simples Nacional para RS,
542,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para GO,
543,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para MA,
544,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para MG,
545,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para MS,
546,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para MT,
547,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para PA,
548,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para PB,
549,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para PE,
550,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para PI,
551,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para PR,
552,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para RJ,
553,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para RN,
554,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para RO,
555,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para RR,
556,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para RS,
557,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para SC,
558,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para SE,
559,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para SP,
560,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Industrializa̤̣o para TO,
561,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para qualquer Estado,
562,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para AC,
563,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para AL,
564,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para AM,
565,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para AP,
566,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para BA,
567,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para CE,
568,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para DF,
569,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para ES,
570,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para GO,
571,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para MA,
572,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para MG,
573,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para MS,
574,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para MT,
575,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para PA,
576,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para PB,
577,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para PE,
578,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para PI,
579,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para PR,
580,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para RJ,
581,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para RN,
582,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para RO,
583,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para RR,
584,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para RS,
585,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para SC,
586,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para SE,
587,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para SP,
588,De qualquer origem Classifica̤̣o Lucro Real de Entrada Distribuidor para Transfer̻ncia para TO,
589,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para qualquer Estado,
590,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para AC,
591,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para AL,
592,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para AM,
593,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para AP,
594,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para BA,
595,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para CE,
596,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para DF,
597,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para ES,
598,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para GO,
599,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para MA,
600,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para MG,
601,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para MS,
602,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para MT,
603,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para PA,
604,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para PB,
605,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para PE,
606,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para PI,
607,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para PR,
608,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para RJ,
609,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para RN,
610,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para RO,
611,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para RR,
612,De qualquer origem Classifica̤̣o Lucro Real de Entrada Simples Nacional para qualquer Destino para RS,
